[-0.5703439413732733, -0.4544478014291258, 0.6842329610818674, 0.4026007467372734, -0.2910045091213242, 0.8907625618932875, 0.3490580563867906, -0.06188661504756639, -0.7681177716412148, -3.1729316522458865e-05, -0.640299717507837, 0.397820274980344, 0.0, 0.0, 0.0, 1.0]
[-0.5650183179448396, -0.47227129515623056, 0.676538013177146, 0.40368638898168796, -0.3025678377556885, 0.8814423035983993, 0.36262301027243976, -0.0635705632938011, -0.7675856635215641, 0.0001899995056895756, -0.6409374923869515, 0.3973996877916507, 0.0, 0.0, 0.0, 1.0]
[-0.5585908548992082, -0.4908407003464848, 0.6686112603990654, 0.40502411895960116, -0.3145553370724654, 0.8712382720163476, 0.3768053791993077, -0.06507915280190024, -0.7674711353812649, 0.0001647985122875358, -0.64107463580619, 0.39736658230104466, 0.0, 0.0, 0.0, 1.0]
[-0.5521030408172384, -0.5087511591524299, 0.6605631220782767, 0.40637661668289055, -0.32597911467025054, 0.8609023762745766, 0.3906000507415047, -0.06672203799420146, -0.7673985900562801, 0.0003216940388591049, -0.6411614165800478, 0.3972964972527258, 0.0, 0.0, 0.0, 1.0]
[-0.5451580149775647, -0.5267772289504298, 0.6521483151550534, 0.40778441003617444, -0.3375063448235186, 0.8499919681943651, 0.4044589196286293, -0.06819833633171249, -0.7673805788595369, 0.00038982763391570246, -0.6411829359654444, 0.3972864025671203, 0.0, 0.0, 0.0, 1.0]
[-0.5379880945797101, -0.5443006747011454, 0.6436569808219582, 0.409249196312163, -0.34867874515795017, 0.8388786203041034, 0.4179592124776481, -0.06971155552316928, -0.7674455613701721, 0.00042757194773094214, -0.6411051300248858, 0.3973228067891444, 0.0, 0.0, 0.0, 1.0]
[-0.5307444326762281, -0.561749941968198, 0.6346147261892399, 0.4106918831471516, -0.35966655813841314, 0.8272950790989607, 0.43151726619151004, -0.07115308402374163, -0.7674184393414485, 0.0007756923223744744, -0.6411372694535561, 0.3972104932344064, 0.0, 0.0, 0.0, 1.0]
[-0.5230106428231197, -0.5789439270940804, 0.625517447299266, 0.4122057972544965, -0.37060928436997564, 0.8153551574536906, 0.44478003696248153, -0.0725485591123538, -0.7675215780248328, 0.000802119542123639, -0.6410137610409495, 0.39725189172375974, 0.0, 0.0, 0.0, 1.0]
[-0.5150623012158535, -0.5957236554586308, 0.6162890650145253, 0.41375990439300786, -0.3812288560805235, 0.8031770521405281, 0.45777282980673584, -0.07399668133345311, -0.7676953380469191, 0.0008343518839277524, -0.6408056059635056, 0.39734518435245986, 0.0, 0.0, 0.0, 1.0]
[-0.5070686958451097, -0.612496824825949, 0.606396573094894, 0.41530879043886226, -0.39183428612386173, 0.790460096745102, 0.4707693081717691, -0.07526972161765244, -0.7676770003152052, 0.0011054108119694316, -0.6408271643916501, 0.3972475879848293, 0.0, 0.0, 0.0, 1.0]
